context,question,answer_start,text,wiki_context,search
"The Lobund Institute grew out of pioneering research in germ-free-life which began in 1928. This area of research originated in a question posed by Pasteur as to whether animal life was possible without bacteria. Though others had taken up this idea, their research was short lived and inconclusive. Lobund was the first research organization to answer definitively, that such life is possible and that it can be prolonged through generations. But the objective was not merely to answer Pasteur's question but also to produce the germ free animal as a new tool for biological and medical research. This objective was reached and for years Lobund was a unique center for the study and production of germ free animals and for their use in biological and medical investigations. Today the work has spread to other universities. In the beginning it was under the Department of Biology and a program leading to the master's degree accompanied the research program. In the 1940s Lobund achieved independent status as a purely research organization and in 1950 was raised to the status of an Institute. In 1958 it was brought back into the Department of Biology as integral part of that department, but with its own program leading to the degree of PhD in Gnotobiotics.",Work on a germ-free-life ended up in the creation of which Notre Dame institute?,0,The Lobund Institute,"The University of Notre Dame du Lac (or simply Notre Dame  NOH-tər-DAYM or ND) is a private, non-profit Catholic research university in the community of Notre Dame, Indiana, near the city of South Bend, in the United States. The main campus covers 1,250 acres (510 ha) in a suburban setting and it contains a number of recognizable landmarks, such as the Golden Dome, the ""Word of Life"" mural (commonly known as Touchdown Jesus), the Notre Dame Stadium, and the Basilica. The school was founded on November 26, 1842, by Father Edward Sorin, CSC, who was also its first president.
Notre Dame is consistently recognized as one of the top universities in the United States, in particular for its undergraduate education. Undergraduate students are organized into six colleges, Arts and Letters, Science, Engineering, Business, Architecture and Global Affairs. The School of Architecture is known for teaching New Classical Architecture and for awarding the globally renowned annual Driehaus Architecture Prize. The university offers over 50 foreign study abroad yearlong programs and over 15 summer programs. Notre Dame's graduate program has more than 50 master, doctoral and professional degree programs offered by the five schools, with the addition of the Notre Dame Law School and a MD-PhD program offered in combination with the Indiana University School of Medicine. It maintains a system of libraries, cultural venues, artistic and scientific museums, including the Hesburgh Library and the Snite Museum of Art. The majority of the university's 8,000 undergraduates live on campus in one of 31 residence halls, each with its own traditions, legacies, events, and intramural sports teams. The university counts approximately 134,000 alumni, considered among the strongest alumni networks among U.S. colleges.The university's athletic teams are members of the NCAA Division I and are known collectively as the Fighting Irish. Notre Dame is known for its football team, which contributed to its rise to prominence on the national stage in the early 20th century; the team an Independent with no conference affiliation, has accumulated eleven consensus national championships, seven Heisman Trophy winners, 62 members in the College Football Hall of Fame, and 13 members in the Pro Football Hall of Fame. Other ND sport teams, chiefly in the Atlantic Coast Conference, have accumulated 17 national championships. The Notre Dame Victory March is often regarded as one of the most famous and recognizable collegiate fight songs.
Started as a small all-male institution in 1842 and charter in 1844, Notre Dame reached international fame at the beginning of the 20th century, aided by the success of its football team under the guidance of coach Knute Rockne. Major improvements to the university occurred during the administration of the Rev. Theodore Hesburgh between 1952 and 1987 as Hesburgh's administration greatly increased the university's resources, academic programs, and reputation and first enrolled women undergraduates in 1972. Ever since, the University has seen steady growth, and under the leadership of the next two presidents, Rev. Malloy and Rev. Jenkins, many infrastructure and research expansions have been completed. Notre Dame's growth has continued in the 21st century, and it currently possesses one of the largest endowments of any U.S. university, at $13.1 billion.",Work germ-free-life creation Notre Dame institute 
"The Lobund Institute grew out of pioneering research in germ-free-life which began in 1928. This area of research originated in a question posed by Pasteur as to whether animal life was possible without bacteria. Though others had taken up this idea, their research was short lived and inconclusive. Lobund was the first research organization to answer definitively, that such life is possible and that it can be prolonged through generations. But the objective was not merely to answer Pasteur's question but also to produce the germ free animal as a new tool for biological and medical research. This objective was reached and for years Lobund was a unique center for the study and production of germ free animals and for their use in biological and medical investigations. Today the work has spread to other universities. In the beginning it was under the Department of Biology and a program leading to the master's degree accompanied the research program. In the 1940s Lobund achieved independent status as a purely research organization and in 1950 was raised to the status of an Institute. In 1958 it was brought back into the Department of Biology as integral part of that department, but with its own program leading to the degree of PhD in Gnotobiotics.",Around what time did Lobund of Notre Dame become independent?,963,the 1940s,"The University of Notre Dame du Lac (or simply Notre Dame  NOH-tər-DAYM or ND) is a private, non-profit Catholic research university in the community of Notre Dame, Indiana, near the city of South Bend, in the United States. The main campus covers 1,250 acres (510 ha) in a suburban setting and it contains a number of recognizable landmarks, such as the Golden Dome, the ""Word of Life"" mural (commonly known as Touchdown Jesus), the Notre Dame Stadium, and the Basilica. The school was founded on November 26, 1842, by Father Edward Sorin, CSC, who was also its first president.
Notre Dame is consistently recognized as one of the top universities in the United States, in particular for its undergraduate education. Undergraduate students are organized into six colleges, Arts and Letters, Science, Engineering, Business, Architecture and Global Affairs. The School of Architecture is known for teaching New Classical Architecture and for awarding the globally renowned annual Driehaus Architecture Prize. The university offers over 50 foreign study abroad yearlong programs and over 15 summer programs. Notre Dame's graduate program has more than 50 master, doctoral and professional degree programs offered by the five schools, with the addition of the Notre Dame Law School and a MD-PhD program offered in combination with the Indiana University School of Medicine. It maintains a system of libraries, cultural venues, artistic and scientific museums, including the Hesburgh Library and the Snite Museum of Art. The majority of the university's 8,000 undergraduates live on campus in one of 31 residence halls, each with its own traditions, legacies, events, and intramural sports teams. The university counts approximately 134,000 alumni, considered among the strongest alumni networks among U.S. colleges.The university's athletic teams are members of the NCAA Division I and are known collectively as the Fighting Irish. Notre Dame is known for its football team, which contributed to its rise to prominence on the national stage in the early 20th century; the team an Independent with no conference affiliation, has accumulated eleven consensus national championships, seven Heisman Trophy winners, 62 members in the College Football Hall of Fame, and 13 members in the Pro Football Hall of Fame. Other ND sport teams, chiefly in the Atlantic Coast Conference, have accumulated 17 national championships. The Notre Dame Victory March is often regarded as one of the most famous and recognizable collegiate fight songs.
Started as a small all-male institution in 1842 and charter in 1844, Notre Dame reached international fame at the beginning of the 20th century, aided by the success of its football team under the guidance of coach Knute Rockne. Major improvements to the university occurred during the administration of the Rev. Theodore Hesburgh between 1952 and 1987 as Hesburgh's administration greatly increased the university's resources, academic programs, and reputation and first enrolled women undergraduates in 1972. Ever since, the University has seen steady growth, and under the leadership of the next two presidents, Rev. Malloy and Rev. Jenkins, many infrastructure and research expansions have been completed. Notre Dame's growth has continued in the 21st century, and it currently possesses one of the largest endowments of any U.S. university, at $13.1 billion.",time Lobund Notre Dame 
"The Lobund Institute grew out of pioneering research in germ-free-life which began in 1928. This area of research originated in a question posed by Pasteur as to whether animal life was possible without bacteria. Though others had taken up this idea, their research was short lived and inconclusive. Lobund was the first research organization to answer definitively, that such life is possible and that it can be prolonged through generations. But the objective was not merely to answer Pasteur's question but also to produce the germ free animal as a new tool for biological and medical research. This objective was reached and for years Lobund was a unique center for the study and production of germ free animals and for their use in biological and medical investigations. Today the work has spread to other universities. In the beginning it was under the Department of Biology and a program leading to the master's degree accompanied the research program. In the 1940s Lobund achieved independent status as a purely research organization and in 1950 was raised to the status of an Institute. In 1958 it was brought back into the Department of Biology as integral part of that department, but with its own program leading to the degree of PhD in Gnotobiotics.",In what year did Lobund at Notre Dame become an Institute?,1049,1950,"The University of Notre Dame du Lac (or simply Notre Dame  NOH-tər-DAYM or ND) is a private, non-profit Catholic research university in the community of Notre Dame, Indiana, near the city of South Bend, in the United States. The main campus covers 1,250 acres (510 ha) in a suburban setting and it contains a number of recognizable landmarks, such as the Golden Dome, the ""Word of Life"" mural (commonly known as Touchdown Jesus), the Notre Dame Stadium, and the Basilica. The school was founded on November 26, 1842, by Father Edward Sorin, CSC, who was also its first president.
Notre Dame is consistently recognized as one of the top universities in the United States, in particular for its undergraduate education. Undergraduate students are organized into six colleges, Arts and Letters, Science, Engineering, Business, Architecture and Global Affairs. The School of Architecture is known for teaching New Classical Architecture and for awarding the globally renowned annual Driehaus Architecture Prize. The university offers over 50 foreign study abroad yearlong programs and over 15 summer programs. Notre Dame's graduate program has more than 50 master, doctoral and professional degree programs offered by the five schools, with the addition of the Notre Dame Law School and a MD-PhD program offered in combination with the Indiana University School of Medicine. It maintains a system of libraries, cultural venues, artistic and scientific museums, including the Hesburgh Library and the Snite Museum of Art. The majority of the university's 8,000 undergraduates live on campus in one of 31 residence halls, each with its own traditions, legacies, events, and intramural sports teams. The university counts approximately 134,000 alumni, considered among the strongest alumni networks among U.S. colleges.The university's athletic teams are members of the NCAA Division I and are known collectively as the Fighting Irish. Notre Dame is known for its football team, which contributed to its rise to prominence on the national stage in the early 20th century; the team an Independent with no conference affiliation, has accumulated eleven consensus national championships, seven Heisman Trophy winners, 62 members in the College Football Hall of Fame, and 13 members in the Pro Football Hall of Fame. Other ND sport teams, chiefly in the Atlantic Coast Conference, have accumulated 17 national championships. The Notre Dame Victory March is often regarded as one of the most famous and recognizable collegiate fight songs.
Started as a small all-male institution in 1842 and charter in 1844, Notre Dame reached international fame at the beginning of the 20th century, aided by the success of its football team under the guidance of coach Knute Rockne. Major improvements to the university occurred during the administration of the Rev. Theodore Hesburgh between 1952 and 1987 as Hesburgh's administration greatly increased the university's resources, academic programs, and reputation and first enrolled women undergraduates in 1972. Ever since, the University has seen steady growth, and under the leadership of the next two presidents, Rev. Malloy and Rev. Jenkins, many infrastructure and research expansions have been completed. Notre Dame's growth has continued in the 21st century, and it currently possesses one of the largest endowments of any U.S. university, at $13.1 billion.",year Lobund Notre Dame Institute 
"The Lobund Institute grew out of pioneering research in germ-free-life which began in 1928. This area of research originated in a question posed by Pasteur as to whether animal life was possible without bacteria. Though others had taken up this idea, their research was short lived and inconclusive. Lobund was the first research organization to answer definitively, that such life is possible and that it can be prolonged through generations. But the objective was not merely to answer Pasteur's question but also to produce the germ free animal as a new tool for biological and medical research. This objective was reached and for years Lobund was a unique center for the study and production of germ free animals and for their use in biological and medical investigations. Today the work has spread to other universities. In the beginning it was under the Department of Biology and a program leading to the master's degree accompanied the research program. In the 1940s Lobund achieved independent status as a purely research organization and in 1950 was raised to the status of an Institute. In 1958 it was brought back into the Department of Biology as integral part of that department, but with its own program leading to the degree of PhD in Gnotobiotics.",The Lobund Institute was merged into the Department of Biology at Notre Dame in what year?,1099,1958,"The University of Notre Dame du Lac (or simply Notre Dame  NOH-tər-DAYM or ND) is a private, non-profit Catholic research university in the community of Notre Dame, Indiana, near the city of South Bend, in the United States. The main campus covers 1,250 acres (510 ha) in a suburban setting and it contains a number of recognizable landmarks, such as the Golden Dome, the ""Word of Life"" mural (commonly known as Touchdown Jesus), the Notre Dame Stadium, and the Basilica. The school was founded on November 26, 1842, by Father Edward Sorin, CSC, who was also its first president.
Notre Dame is consistently recognized as one of the top universities in the United States, in particular for its undergraduate education. Undergraduate students are organized into six colleges, Arts and Letters, Science, Engineering, Business, Architecture and Global Affairs. The School of Architecture is known for teaching New Classical Architecture and for awarding the globally renowned annual Driehaus Architecture Prize. The university offers over 50 foreign study abroad yearlong programs and over 15 summer programs. Notre Dame's graduate program has more than 50 master, doctoral and professional degree programs offered by the five schools, with the addition of the Notre Dame Law School and a MD-PhD program offered in combination with the Indiana University School of Medicine. It maintains a system of libraries, cultural venues, artistic and scientific museums, including the Hesburgh Library and the Snite Museum of Art. The majority of the university's 8,000 undergraduates live on campus in one of 31 residence halls, each with its own traditions, legacies, events, and intramural sports teams. The university counts approximately 134,000 alumni, considered among the strongest alumni networks among U.S. colleges.The university's athletic teams are members of the NCAA Division I and are known collectively as the Fighting Irish. Notre Dame is known for its football team, which contributed to its rise to prominence on the national stage in the early 20th century; the team an Independent with no conference affiliation, has accumulated eleven consensus national championships, seven Heisman Trophy winners, 62 members in the College Football Hall of Fame, and 13 members in the Pro Football Hall of Fame. Other ND sport teams, chiefly in the Atlantic Coast Conference, have accumulated 17 national championships. The Notre Dame Victory March is often regarded as one of the most famous and recognizable collegiate fight songs.
Started as a small all-male institution in 1842 and charter in 1844, Notre Dame reached international fame at the beginning of the 20th century, aided by the success of its football team under the guidance of coach Knute Rockne. Major improvements to the university occurred during the administration of the Rev. Theodore Hesburgh between 1952 and 1987 as Hesburgh's administration greatly increased the university's resources, academic programs, and reputation and first enrolled women undergraduates in 1972. Ever since, the University has seen steady growth, and under the leadership of the next two presidents, Rev. Malloy and Rev. Jenkins, many infrastructure and research expansions have been completed. Notre Dame's growth has continued in the 21st century, and it currently possesses one of the largest endowments of any U.S. university, at $13.1 billion.",Lobund Institute Department Biology Notre Dame year 
"The Lobund Institute grew out of pioneering research in germ-free-life which began in 1928. This area of research originated in a question posed by Pasteur as to whether animal life was possible without bacteria. Though others had taken up this idea, their research was short lived and inconclusive. Lobund was the first research organization to answer definitively, that such life is possible and that it can be prolonged through generations. But the objective was not merely to answer Pasteur's question but also to produce the germ free animal as a new tool for biological and medical research. This objective was reached and for years Lobund was a unique center for the study and production of germ free animals and for their use in biological and medical investigations. Today the work has spread to other universities. In the beginning it was under the Department of Biology and a program leading to the master's degree accompanied the research program. In the 1940s Lobund achieved independent status as a purely research organization and in 1950 was raised to the status of an Institute. In 1958 it was brought back into the Department of Biology as integral part of that department, but with its own program leading to the degree of PhD in Gnotobiotics.",When did study of a germ-free-life begin at Notre Dame?,86,1928,"The Notre Dame Fighting Irish football team is the intercollegiate football team representing the University of Notre Dame in Notre Dame, Indiana. The team is currently coached by Brian Kelly and plays its home games at the campus's Notre Dame Stadium, which has a capacity of 77,622. Notre Dame is one of six schools that competes as an Independent at the National Collegiate Athletic Association (NCAA) Football Bowl Subdivision level; however, they play five games a year against opponents from the Atlantic Coast Conference (ACC), which Notre Dame is a member of in all other sports except ice hockey.Notre Dame is one of the most iconic and successful programs in college football. The school claims 11 national championships, but the NCAA recognizes the school with 13.
Moreover, Notre Dame has 21 national championships recognized by all major selectors; this is tied with Alabama for the most in the FBS. Notre Dame and Ohio State share the record of seven Heisman Trophy winners, but Notre Dame leads Ohio State by the number of individual winners. Notre Dame has produced 101 consensus All-Americans, 34 unanimous All-Americans, 52 members of the College Football Hall of Fame, and 13 members of the NFL Hall of Fame, all NCAA records. Notre Dame has had 495 players selected in the NFL Draft, second only to USC.All Notre Dame home games have been televised by NBC since 1991, and Notre Dame is the only school to have such a contract. It was the only independent program to be part of the Bowl Championship Series coalition and its guaranteed payout, and it has one of the largest, most widespread fan bases in college football. These factors help make Notre Dame one of the most financially valuable football programs in the country, which allows the school to remain an independent.",study begin Notre Dame 
"The Review of Politics was founded in 1939 by Gurian, modeled after German Catholic journals. It quickly emerged as part of an international Catholic intellectual revival, offering an alternative vision to positivist philosophy. For 44 years, the Review was edited by Gurian, Matthew Fitzsimons, Frederick Crosson, and Thomas Stritch. Intellectual leaders included Gurian, Jacques Maritain, Frank O'Malley, Leo Richard Ward, F. A. Hermens, and John U. Nef. It became a major forum for political ideas and modern political concerns, especially from a Catholic and scholastic tradition.",Gurian created what in 1939 at Notre Dame?,0,The Review of Politics,"The University of Notre Dame du Lac (or simply Notre Dame  NOH-tər-DAYM or ND) is a private, non-profit Catholic research university in the community of Notre Dame, Indiana, near the city of South Bend, in the United States. The main campus covers 1,250 acres (510 ha) in a suburban setting and it contains a number of recognizable landmarks, such as the Golden Dome, the ""Word of Life"" mural (commonly known as Touchdown Jesus), the Notre Dame Stadium, and the Basilica. The school was founded on November 26, 1842, by Father Edward Sorin, CSC, who was also its first president.
Notre Dame is consistently recognized as one of the top universities in the United States, in particular for its undergraduate education. Undergraduate students are organized into six colleges, Arts and Letters, Science, Engineering, Business, Architecture and Global Affairs. The School of Architecture is known for teaching New Classical Architecture and for awarding the globally renowned annual Driehaus Architecture Prize. The university offers over 50 foreign study abroad yearlong programs and over 15 summer programs. Notre Dame's graduate program has more than 50 master, doctoral and professional degree programs offered by the five schools, with the addition of the Notre Dame Law School and a MD-PhD program offered in combination with the Indiana University School of Medicine. It maintains a system of libraries, cultural venues, artistic and scientific museums, including the Hesburgh Library and the Snite Museum of Art. The majority of the university's 8,000 undergraduates live on campus in one of 31 residence halls, each with its own traditions, legacies, events, and intramural sports teams. The university counts approximately 134,000 alumni, considered among the strongest alumni networks among U.S. colleges.The university's athletic teams are members of the NCAA Division I and are known collectively as the Fighting Irish. Notre Dame is known for its football team, which contributed to its rise to prominence on the national stage in the early 20th century; the team an Independent with no conference affiliation, has accumulated eleven consensus national championships, seven Heisman Trophy winners, 62 members in the College Football Hall of Fame, and 13 members in the Pro Football Hall of Fame. Other ND sport teams, chiefly in the Atlantic Coast Conference, have accumulated 17 national championships. The Notre Dame Victory March is often regarded as one of the most famous and recognizable collegiate fight songs.
Started as a small all-male institution in 1842 and charter in 1844, Notre Dame reached international fame at the beginning of the 20th century, aided by the success of its football team under the guidance of coach Knute Rockne. Major improvements to the university occurred during the administration of the Rev. Theodore Hesburgh between 1952 and 1987 as Hesburgh's administration greatly increased the university's resources, academic programs, and reputation and first enrolled women undergraduates in 1972. Ever since, the University has seen steady growth, and under the leadership of the next two presidents, Rev. Malloy and Rev. Jenkins, many infrastructure and research expansions have been completed. Notre Dame's growth has continued in the 21st century, and it currently possesses one of the largest endowments of any U.S. university, at $13.1 billion.",Notre Dame 
"The Review of Politics was founded in 1939 by Gurian, modeled after German Catholic journals. It quickly emerged as part of an international Catholic intellectual revival, offering an alternative vision to positivist philosophy. For 44 years, the Review was edited by Gurian, Matthew Fitzsimons, Frederick Crosson, and Thomas Stritch. Intellectual leaders included Gurian, Jacques Maritain, Frank O'Malley, Leo Richard Ward, F. A. Hermens, and John U. Nef. It became a major forum for political ideas and modern political concerns, especially from a Catholic and scholastic tradition.",What was the Review of Politics inspired by?,68,German Catholic journals,"The Review of Politics is a quarterly peer-reviewed academic journal in the fields of politics, philosophy, and history. It was founded in 1939 and is published by Cambridge University Press.",Review Politics 
"The Review of Politics was founded in 1939 by Gurian, modeled after German Catholic journals. It quickly emerged as part of an international Catholic intellectual revival, offering an alternative vision to positivist philosophy. For 44 years, the Review was edited by Gurian, Matthew Fitzsimons, Frederick Crosson, and Thomas Stritch. Intellectual leaders included Gurian, Jacques Maritain, Frank O'Malley, Leo Richard Ward, F. A. Hermens, and John U. Nef. It became a major forum for political ideas and modern political concerns, especially from a Catholic and scholastic tradition.",Over how many years did Gurian edit the Review of Politics at Notre Dame?,233,44,"The University of Notre Dame du Lac (or simply Notre Dame  NOH-tər-DAYM or ND) is a private, non-profit Catholic research university in the community of Notre Dame, Indiana, near the city of South Bend, in the United States. The main campus covers 1,250 acres (510 ha) in a suburban setting and it contains a number of recognizable landmarks, such as the Golden Dome, the ""Word of Life"" mural (commonly known as Touchdown Jesus), the Notre Dame Stadium, and the Basilica. The school was founded on November 26, 1842, by Father Edward Sorin, CSC, who was also its first president.
Notre Dame is consistently recognized as one of the top universities in the United States, in particular for its undergraduate education. Undergraduate students are organized into six colleges, Arts and Letters, Science, Engineering, Business, Architecture and Global Affairs. The School of Architecture is known for teaching New Classical Architecture and for awarding the globally renowned annual Driehaus Architecture Prize. The university offers over 50 foreign study abroad yearlong programs and over 15 summer programs. Notre Dame's graduate program has more than 50 master, doctoral and professional degree programs offered by the five schools, with the addition of the Notre Dame Law School and a MD-PhD program offered in combination with the Indiana University School of Medicine. It maintains a system of libraries, cultural venues, artistic and scientific museums, including the Hesburgh Library and the Snite Museum of Art. The majority of the university's 8,000 undergraduates live on campus in one of 31 residence halls, each with its own traditions, legacies, events, and intramural sports teams. The university counts approximately 134,000 alumni, considered among the strongest alumni networks among U.S. colleges.The university's athletic teams are members of the NCAA Division I and are known collectively as the Fighting Irish. Notre Dame is known for its football team, which contributed to its rise to prominence on the national stage in the early 20th century; the team an Independent with no conference affiliation, has accumulated eleven consensus national championships, seven Heisman Trophy winners, 62 members in the College Football Hall of Fame, and 13 members in the Pro Football Hall of Fame. Other ND sport teams, chiefly in the Atlantic Coast Conference, have accumulated 17 national championships. The Notre Dame Victory March is often regarded as one of the most famous and recognizable collegiate fight songs.
Started as a small all-male institution in 1842 and charter in 1844, Notre Dame reached international fame at the beginning of the 20th century, aided by the success of its football team under the guidance of coach Knute Rockne. Major improvements to the university occurred during the administration of the Rev. Theodore Hesburgh between 1952 and 1987 as Hesburgh's administration greatly increased the university's resources, academic programs, and reputation and first enrolled women undergraduates in 1972. Ever since, the University has seen steady growth, and under the leadership of the next two presidents, Rev. Malloy and Rev. Jenkins, many infrastructure and research expansions have been completed. Notre Dame's growth has continued in the 21st century, and it currently possesses one of the largest endowments of any U.S. university, at $13.1 billion.",years edit Review Politics Notre Dame 
"The Review of Politics was founded in 1939 by Gurian, modeled after German Catholic journals. It quickly emerged as part of an international Catholic intellectual revival, offering an alternative vision to positivist philosophy. For 44 years, the Review was edited by Gurian, Matthew Fitzsimons, Frederick Crosson, and Thomas Stritch. Intellectual leaders included Gurian, Jacques Maritain, Frank O'Malley, Leo Richard Ward, F. A. Hermens, and John U. Nef. It became a major forum for political ideas and modern political concerns, especially from a Catholic and scholastic tradition.",Thomas Stritch was an editor of which publican from Notre Dame?,4,Review of Politics,"The University of Notre Dame du Lac (or simply Notre Dame  NOH-tər-DAYM or ND) is a private, non-profit Catholic research university in the community of Notre Dame, Indiana, near the city of South Bend, in the United States. The main campus covers 1,250 acres (510 ha) in a suburban setting and it contains a number of recognizable landmarks, such as the Golden Dome, the ""Word of Life"" mural (commonly known as Touchdown Jesus), the Notre Dame Stadium, and the Basilica. The school was founded on November 26, 1842, by Father Edward Sorin, CSC, who was also its first president.
Notre Dame is consistently recognized as one of the top universities in the United States, in particular for its undergraduate education. Undergraduate students are organized into six colleges, Arts and Letters, Science, Engineering, Business, Architecture and Global Affairs. The School of Architecture is known for teaching New Classical Architecture and for awarding the globally renowned annual Driehaus Architecture Prize. The university offers over 50 foreign study abroad yearlong programs and over 15 summer programs. Notre Dame's graduate program has more than 50 master, doctoral and professional degree programs offered by the five schools, with the addition of the Notre Dame Law School and a MD-PhD program offered in combination with the Indiana University School of Medicine. It maintains a system of libraries, cultural venues, artistic and scientific museums, including the Hesburgh Library and the Snite Museum of Art. The majority of the university's 8,000 undergraduates live on campus in one of 31 residence halls, each with its own traditions, legacies, events, and intramural sports teams. The university counts approximately 134,000 alumni, considered among the strongest alumni networks among U.S. colleges.The university's athletic teams are members of the NCAA Division I and are known collectively as the Fighting Irish. Notre Dame is known for its football team, which contributed to its rise to prominence on the national stage in the early 20th century; the team an Independent with no conference affiliation, has accumulated eleven consensus national championships, seven Heisman Trophy winners, 62 members in the College Football Hall of Fame, and 13 members in the Pro Football Hall of Fame. Other ND sport teams, chiefly in the Atlantic Coast Conference, have accumulated 17 national championships. The Notre Dame Victory March is often regarded as one of the most famous and recognizable collegiate fight songs.
Started as a small all-male institution in 1842 and charter in 1844, Notre Dame reached international fame at the beginning of the 20th century, aided by the success of its football team under the guidance of coach Knute Rockne. Major improvements to the university occurred during the administration of the Rev. Theodore Hesburgh between 1952 and 1987 as Hesburgh's administration greatly increased the university's resources, academic programs, and reputation and first enrolled women undergraduates in 1972. Ever since, the University has seen steady growth, and under the leadership of the next two presidents, Rev. Malloy and Rev. Jenkins, many infrastructure and research expansions have been completed. Notre Dame's growth has continued in the 21st century, and it currently possesses one of the largest endowments of any U.S. university, at $13.1 billion.",Thomas Stritch editor Notre Dame 
"As of 2012[update] research continued in many fields. The university president, John Jenkins, described his hope that Notre Dame would become ""one of the pre–eminent research institutions in the world"" in his inaugural address. The university has many multi-disciplinary institutes devoted to research in varying fields, including the Medieval Institute, the Kellogg Institute for International Studies, the Kroc Institute for International Peace studies, and the Center for Social Concerns. Recent research includes work on family conflict and child development, genome mapping, the increasing trade deficit of the United States with China, studies in fluid mechanics, computational science and engineering, and marketing trends on the Internet. As of 2013, the university is home to the Notre Dame Global Adaptation Index which ranks countries annually based on how vulnerable they are to climate change and how prepared they are to adapt.",Who was the president of Notre Dame in 2012?,80,John Jenkins,"The University of Notre Dame du Lac (or simply Notre Dame  NOH-tər-DAYM or ND) is a private, non-profit Catholic research university in the community of Notre Dame, Indiana, near the city of South Bend, in the United States. The main campus covers 1,250 acres (510 ha) in a suburban setting and it contains a number of recognizable landmarks, such as the Golden Dome, the ""Word of Life"" mural (commonly known as Touchdown Jesus), the Notre Dame Stadium, and the Basilica. The school was founded on November 26, 1842, by Father Edward Sorin, CSC, who was also its first president.
Notre Dame is consistently recognized as one of the top universities in the United States, in particular for its undergraduate education. Undergraduate students are organized into six colleges, Arts and Letters, Science, Engineering, Business, Architecture and Global Affairs. The School of Architecture is known for teaching New Classical Architecture and for awarding the globally renowned annual Driehaus Architecture Prize. The university offers over 50 foreign study abroad yearlong programs and over 15 summer programs. Notre Dame's graduate program has more than 50 master, doctoral and professional degree programs offered by the five schools, with the addition of the Notre Dame Law School and a MD-PhD program offered in combination with the Indiana University School of Medicine. It maintains a system of libraries, cultural venues, artistic and scientific museums, including the Hesburgh Library and the Snite Museum of Art. The majority of the university's 8,000 undergraduates live on campus in one of 31 residence halls, each with its own traditions, legacies, events, and intramural sports teams. The university counts approximately 134,000 alumni, considered among the strongest alumni networks among U.S. colleges.The university's athletic teams are members of the NCAA Division I and are known collectively as the Fighting Irish. Notre Dame is known for its football team, which contributed to its rise to prominence on the national stage in the early 20th century; the team an Independent with no conference affiliation, has accumulated eleven consensus national championships, seven Heisman Trophy winners, 62 members in the College Football Hall of Fame, and 13 members in the Pro Football Hall of Fame. Other ND sport teams, chiefly in the Atlantic Coast Conference, have accumulated 17 national championships. The Notre Dame Victory March is often regarded as one of the most famous and recognizable collegiate fight songs.
Started as a small all-male institution in 1842 and charter in 1844, Notre Dame reached international fame at the beginning of the 20th century, aided by the success of its football team under the guidance of coach Knute Rockne. Major improvements to the university occurred during the administration of the Rev. Theodore Hesburgh between 1952 and 1987 as Hesburgh's administration greatly increased the university's resources, academic programs, and reputation and first enrolled women undergraduates in 1972. Ever since, the University has seen steady growth, and under the leadership of the next two presidents, Rev. Malloy and Rev. Jenkins, many infrastructure and research expansions have been completed. Notre Dame's growth has continued in the 21st century, and it currently possesses one of the largest endowments of any U.S. university, at $13.1 billion.",president Notre Dame 
"As of 2012[update] research continued in many fields. The university president, John Jenkins, described his hope that Notre Dame would become ""one of the pre–eminent research institutions in the world"" in his inaugural address. The university has many multi-disciplinary institutes devoted to research in varying fields, including the Medieval Institute, the Kellogg Institute for International Studies, the Kroc Institute for International Peace studies, and the Center for Social Concerns. Recent research includes work on family conflict and child development, genome mapping, the increasing trade deficit of the United States with China, studies in fluid mechanics, computational science and engineering, and marketing trends on the Internet. As of 2013, the university is home to the Notre Dame Global Adaptation Index which ranks countries annually based on how vulnerable they are to climate change and how prepared they are to adapt.",The Kellogg Institute for International Studies is part of which university?,118,Notre Dame,"The Kellogg School of Management at Northwestern University (The Kellogg School or Kellogg) is the business school of Northwestern University. Its main campus is in Evanston, Illinois, with additional campuses in downtown Chicago, Illinois and Miami, Florida. Kellogg offers MBA, MSM, and PhD programs, along with dual-MBA/JD, dual-MBA/MDI, and MMM programs. Kellogg partners with schools in China, France, Singapore, India, Spain, Hong Kong, Israel, Germany, Canada, and Thailand.Founded in 1908 in downtown Chicago as the School of Commerce, the school was chartered to educate business leaders with ""good moral character"". Kellogg pioneered the use of group projects and evaluations and popularized the importance of ""teamwork"" and ""team leadership"" within the business world.",Kellogg Institute International Studies part university 
